Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,early_exit,promotion_velocity,role_stagnation,burnout_risk,career_growth_score,stability_index
-0.2106607044718917,0,2,809,1,16,3,3,1,1,1,84,4,1,2,2,1,-0.8662608642436216,16479,0,0,0,13,3,3,80,1,-0.678773515728442,5,3,-0.32789331844000197,-0.063295899399149,-0.6791456840737199,3,0,0.6046815985163456,0,0,-0.6599928308221829,0.4657721211034274
-0.8676718124782865,0,2,153,1,15,2,1,1,4,0,49,2,2,2,3,2,-0.4908110866307471,12682,0,0,1,12,3,4,80,0,-0.16451140099023315,3,3,0.32522751910309133,0.21280194070989908,-0.6791456840737199,8,0,1.8885111389740459,0,0,-0.4313093985750151,0.8311157399397118
-0.6486681098094882,0,2,670,1,26,1,1,1,1,1,31,3,1,6,3,0,-0.7632087181529345,15170,1,0,0,17,3,4,80,1,-0.8073390444129942,1,2,-0.32789331844000197,-0.6154915796172451,0.5625759024789769,3,0,-0.6791479419413545,0,0,-1.1173596953165181,0.8843950176866698
-0.3201625558062908,0,2,1346,1,19,2,3,1,2,1,93,3,1,2,4,0,-0.8163283810862784,8758,0,0,0,11,3,3,80,1,-1.0644701017820986,2,3,-0.8177339465973219,-0.6154915796172451,-0.3687152874355457,2,0,-0.6791479419413545,0,0,-1.346043127563686,-0.2877490927464089
-0.9771736638126857,1,2,103,1,24,3,1,1,3,1,50,2,1,2,3,2,-0.9508273676335051,12947,5,0,1,14,3,2,80,0,-0.678773515728442,4,3,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,3,0,0.28372421340192056,0,0,-0.2026259663278474,-0.036575354796463615
-0.8676718124782865,0,2,1389,1,21,4,1,1,2,0,51,4,3,4,1,0,0.738802870950297,10195,1,0,0,11,3,3,80,1,-0.16451140099023315,1,3,0.48850772848886465,1.3171933011460915,1.8042974890316739,8,0,-0.643486010261974,1,0,-0.545651114698599,1.1507914064214602
-0.5391662584750891,0,2,334,1,5,2,1,1,1,1,80,4,1,6,2,0,-0.6809794799321182,15053,0,0,1,12,3,4,80,2,-0.5502079870438897,5,2,-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,5,0,0.9256389836307707,0,0,-0.545651114698599,0.5913589900784001
-1.6341847718190805,0,0,1123,1,16,2,3,1,4,1,96,4,1,2,4,0,-0.7581092305113335,7324,1,0,1,13,3,2,80,2,-1.3216011591512031,2,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-1.4603848436872697,-0.2877490927464089
1.7603726195472926,0,2,1219,2,2,4,1,1,1,0,78,2,4,3,4,1,1.8961740869419934,22021,2,0,0,16,3,3,80,0,2.535364701385363,3,3,2.9377108692754645,1.0410954610370433,0.2521455058408027,7,0,1.005878329909377,1,0,2.1985500722674134,0.7012475004315012
0.11784484953130571,0,2,371,1,2,3,1,1,4,1,45,3,1,6,4,2,-0.5437182709123576,4306,5,0,1,11,3,3,80,0,-0.678773515728442,3,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,2,0,-0.518669249384142,0,0,-0.31696768245143125,-0.5389228306963544
-1.4151810691502822,0,0,673,1,11,2,4,1,1,0,96,4,2,4,3,0,-0.5294822012462215,8232,0,0,0,18,3,4,80,1,-0.8073390444129942,5,2,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,3,0,-0.3581905568269295,0,0,-0.7743345469457666,0.2983229624701303
-0.10115885313749257,1,2,1218,2,9,4,1,1,3,1,82,2,1,8,1,2,-0.6578193068931802,6986,7,0,0,23,4,2,80,0,-0.16451140099023315,4,3,-0.32789331844000197,-0.33939373950819707,-0.6791456840737199,3,0,0.6046815985163456,0,0,0.48342433041365573,-0.44758692598728334
-0.3201625558062908,0,2,419,1,7,4,1,1,1,0,53,3,3,5,2,2,1.1667348755413154,21293,0,0,0,11,3,3,80,0,0.2211851850634235,4,3,0.8150681472604113,0.48889978081894714,-0.058284890797371494,11,0,0.28372421340192056,1,0,0.0260574659193203,0.9681195970033181
-1.7436866231534796,0,2,391,1,15,2,1,1,3,1,96,3,1,6,4,2,-1.119960374413272,19281,1,0,0,14,3,4,80,0,-1.4501666878357553,6,3,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,0,1,-1.0001053270557796,0,0,-1.1173596953165181,-2.045965258396027
-0.3201625558062908,1,2,699,1,6,1,3,1,2,1,83,3,1,6,1,2,-0.7527972642179991,17102,2,0,0,11,3,3,80,0,-0.42164245835933756,2,3,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,3,0,-0.3581905568269295,0,0,-0.545651114698599,-0.48310644448525547
1.7603726195472926,0,2,1282,1,5,3,4,1,3,0,58,3,5,3,3,0,2.6753333028482813,10735,4,0,0,11,3,4,80,1,1.8925370579626022,3,2,1.141628566031958,2.4215846615822834,0.5625759024789769,8,0,-0.10142464873538955,1,0,1.855524923896662,-0.2226299755001269
-0.5391662584750891,1,1,1125,1,16,1,1,1,2,0,72,1,1,6,1,2,-0.549030237205692,4681,1,0,1,22,4,2,80,0,-0.16451140099023315,5,3,0.48850772848886465,-0.6154915796172451,1.1834366957553253,7,0,-0.5415947768923153,0,0,-0.08828425020426356,1.1507914064214602
0.5558522548689022,0,2,691,2,8,4,2,1,3,1,48,3,2,7,2,1,0.06843272473149725,21173,0,0,0,11,3,4,80,1,-0.16451140099023315,2,3,0.32522751910309133,0.7649976209279952,0.5625759024789769,2,0,-0.42238203384981454,1,0,-0.545651114698599,0.8311157399397118
0.7748559575377005,0,2,477,1,7,4,3,1,1,0,42,2,3,0,4,1,0.7957471496148416,2094,3,0,0,14,3,4,80,1,1.6354060005934978,4,3,2.4478702411181446,0.48889978081894714,0.8730062991171511,17,0,0.17673841836377882,1,0,1.6268414916494942,1.0484951931473008
0.9938596602064987,0,2,705,2,2,4,2,1,2,0,83,3,5,3,1,2,2.644098941043475,22822,3,0,0,12,3,4,80,0,1.3782749432243935,2,2,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,1,0,-0.7861337369794963,0,0,1.1694746271551588,-1.7401885339352239
-0.42966440714069,0,2,924,1,2,3,3,1,3,1,78,3,1,2,4,2,-0.8513873586222853,6670,4,0,0,11,3,4,80,0,-0.5502079870438897,3,3,-0.9810141559830953,-0.8915894197262932,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-0.31696768245143125,-1.6064112169836224
0.7748559575377005,0,2,1459,1,10,4,4,1,4,1,41,3,2,0,4,1,-0.008059589892517928,19121,2,0,1,13,3,4,80,0,-0.2930769296747854,5,4,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,3,0,-0.3581905568269295,0,0,-0.08828425020426356,-0.6393923258763324
-0.7581699611438873,0,2,125,1,9,2,3,1,4,1,83,2,1,2,3,2,-0.9130061676249642,16117,1,0,0,13,3,1,80,0,-0.16451140099023315,5,3,0.48850772848886465,-1.1676872598353414,-0.3687152874355457,8,0,0.6046815985163456,0,0,-0.08828425020426356,1.1507914064214602
0.22734670086570485,1,2,895,2,5,3,5,1,4,1,56,3,2,8,4,1,-0.9385036058329693,3335,3,0,0,14,3,3,80,1,0.9925783571707368,6,4,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,1.2838163432787426,-1.8701436418310649
-1.4151810691502822,1,2,813,1,1,3,3,1,2,1,61,3,1,6,4,1,-0.8945205249241606,3020,2,0,1,16,3,1,80,1,-0.678773515728442,2,2,-0.8177339465973219,-1.1676872598353414,-0.058284890797371494,0,0,-0.7861337369794963,0,0,-0.7743345469457666,-1.0412703065962452
0.6653541062033014,0,2,1273,1,2,2,3,1,4,0,72,4,1,6,3,0,-0.8197280395140124,21923,1,0,0,12,3,4,80,2,-0.678773515728442,3,2,-0.32789331844000197,-0.33939373950819707,-0.3687152874355457,4,0,-0.197711864269717,0,0,-0.7743345469457666,0.4657721211034274
1.4318670655440953,1,2,869,2,3,2,2,1,1,1,86,2,1,8,3,1,-0.8116538507481441,3810,1,0,1,14,3,3,80,0,-1.0644701017820986,2,3,-0.6544537372115486,-0.6154915796172451,-0.6791456840737199,2,0,-0.03723317171250448,0,0,-1.2317014114401021,0.5913589900784001
-0.2106607044718917,0,2,890,2,2,3,2,1,4,0,97,3,1,8,4,1,-0.9538020687577723,9687,1,0,0,13,3,1,80,0,-1.193035630466651,3,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,2,0,-0.7861337369794963,0,0,-1.2317014114401021,0.2983229624701303
-0.10115885313749257,0,2,852,1,5,4,1,1,2,0,82,2,1,6,1,1,-0.6552695630723797,13072,9,0,1,14,3,4,80,1,-0.678773515728442,3,4,-0.9810141559830953,-0.8915894197262932,-0.6791456840737199,0,0,-0.6791479419413545,0,0,0.14039918204290416,-1.5436177824961361
-0.42966440714069,0,1,1141,2,1,3,1,1,3,0,42,4,2,7,1,1,-0.23944884163016386,3193,2,0,0,19,3,1,80,2,-0.16451140099023315,3,3,-0.32789331844000197,-0.33939373950819707,-0.3687152874355457,3,0,-0.197711864269717,0,0,-0.2026259663278474,-0.44758692598728334
-0.2106607044718917,0,2,464,1,4,2,4,1,3,1,75,3,1,2,4,0,-0.967188223816975,10910,1,0,0,12,3,3,80,1,-1.3216011591512031,3,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-1.346043127563686,-0.2877490927464089
-1.0866755151470848,0,2,1240,1,2,4,1,1,4,0,33,3,1,2,1,0,-0.8843215496409585,19715,1,0,0,13,3,4,80,1,-1.3216011591512031,6,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-1.0030179791929343,-0.2877490927464089
-1.1961773664814839,1,2,1357,1,25,3,1,1,1,1,48,1,1,2,3,2,-0.8945205249241606,10558,1,0,0,12,3,3,80,0,-1.3216011591512031,2,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,1,0,-0.6791479419413545,0,0,-1.4603848436872697,-0.2877490927464089
-1.0866755151470848,0,1,994,2,8,3,1,1,4,1,37,3,3,7,3,2,0.4723546416766441,2975,1,0,0,15,3,4,80,0,-0.2930769296747854,0,3,0.32522751910309133,1.0410954610370433,-0.3687152874355457,7,0,0.4442029059591331,1,0,-0.7743345469457666,1.1188238397732855
-0.7581699611438873,0,1,721,1,1,2,3,1,3,0,58,3,2,2,4,2,-0.5294822012462215,10781,1,0,0,23,4,4,80,0,0.09261965637887129,2,3,0.8150681472604113,1.0410954610370433,0.2521455058408027,7,0,-0.03723317171250448,1,0,-0.2026259663278474,1.1999722781878834
0.4463504035345031,1,2,1360,1,12,3,5,1,2,0,49,3,5,5,3,1,2.7711611747800338,16280,1,0,0,12,3,4,80,0,1.5068404719089457,0,3,2.4478702411181446,2.9737803418003796,3.977310265498893,8,0,-0.5587889225234451,1,0,0.8264494787844072,1.1774310452949392
-0.3201625558062908,0,0,1065,2,23,4,2,1,2,1,72,3,2,7,3,2,-0.41113159223073126,10034,0,0,0,20,4,3,80,0,-0.16451140099023315,2,3,0.32522751910309133,0.21280194070989908,1.8042974890316739,7,0,-0.6791479419413545,0,0,-0.545651114698599,0.8311157399397118
0.008342998196906572,0,2,408,1,19,2,1,1,2,1,73,3,1,6,2,1,-0.7396235878105298,10227,4,0,0,21,4,1,80,0,-0.42164245835933756,1,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-0.4313093985750151,-1.655250554918334
0.9938596602064987,0,1,1211,2,5,4,2,1,1,1,98,3,2,7,4,2,-0.15530729554374717,20445,4,0,1,21,4,3,80,0,0.34975071374797573,4,3,0.32522751910309133,0.48889978081894714,-0.6791456840737199,8,0,1.8885111389740459,1,0,0.5977660465372395,0.0638941403835146
-0.2106607044718917,0,2,1229,1,8,1,1,1,4,1,36,4,1,2,4,1,-0.8996200125657616,4892,1,0,0,19,3,4,80,0,-1.3216011591512031,2,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,1,0,-0.6791479419413545,0,0,-1.4603848436872697,-0.2877490927464089
1.2128633628752972,1,2,626,1,1,2,1,1,1,1,98,2,3,2,3,2,-0.23838644837149697,19294,9,0,1,13,3,4,80,0,1.5068404719089457,2,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,1.9698666400202458,-1.8994472445918922
-0.9771736638126857,1,2,1434,1,5,4,5,1,3,1,50,3,1,2,3,2,-0.6505950327342455,11179,1,0,1,13,3,3,80,0,-1.193035630466651,3,2,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,2,0,-0.7861337369794963,0,0,-1.2317014114401021,0.2983229624701303
0.7748559575377005,0,2,1488,2,1,5,2,1,2,0,75,3,2,7,1,0,-0.22287550679496057,4009,5,0,1,21,4,3,80,1,-0.2930769296747854,2,2,-0.4911735278257753,-0.33939373950819707,-0.3687152874355457,3,0,-0.3581905568269295,0,0,-0.08828425020426356,-0.6393923258763324
-0.2106607044718917,0,0,1097,1,11,2,3,1,3,1,79,2,3,0,1,1,0.7184049203838929,8302,2,0,1,13,3,3,80,1,-0.16451140099023315,3,3,-0.4911735278257753,-1.1676872598353414,-0.058284890797371494,3,0,-0.5721621469032129,0,0,-0.2026259663278474,-0.767262592469032
-1.1961773664814839,0,2,1443,2,23,3,2,1,3,0,47,2,2,7,4,1,-0.4984603180931486,21436,7,0,1,19,3,3,80,1,-0.8073390444129942,2,2,-0.8177339465973219,-0.6154915796172451,-0.6791456840737199,0,0,-0.3581905568269295,0,0,-0.31696768245143125,-0.8738211479629483
-0.42966440714069,0,1,515,1,1,2,1,1,1,0,98,3,3,5,4,2,1.477803621678977,15146,1,0,1,12,3,3,80,0,0.4783162424325279,1,3,1.3049087754177313,2.6976825016913315,1.8042974890316739,12,0,-0.46517635186507117,1,0,0.0260574659193203,1.2506900521970068
-0.2106607044718917,0,1,853,2,18,5,1,1,2,1,71,3,3,7,1,1,0.5452348192211919,11031,1,0,0,22,4,4,80,1,-0.2930769296747854,3,2,0.32522751910309133,1.0410954610370433,-0.3687152874355457,8,0,0.4442029059591331,1,0,-0.4313093985750151,1.1188238397732855
-0.2106607044718917,0,2,1142,1,23,4,3,1,3,0,30,3,1,2,1,1,-0.5288447652910213,16002,3,0,1,15,3,3,80,1,-0.9359045730975464,3,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,2,0,-0.7861337369794963,0,0,-0.7743345469457666,-0.6393923258763324
-0.6486681098094882,0,2,655,1,7,4,1,1,4,1,48,3,2,2,4,0,-0.12492284834587446,9528,3,0,0,22,4,4,80,1,-0.16451140099023315,3,2,-0.0013328996684553085,0.7649976209279952,-0.3687152874355457,7,0,0.12324552084470804,1,0,-0.08828425020426356,0.1917644069762141
0.008342998196906572,0,2,1115,1,1,4,1,1,1,1,51,2,2,4,3,0,-0.10834951351067117,2689,1,0,0,18,3,3,80,1,-0.5502079870438897,2,4,-0.0013328996684553085,0.21280194070989908,-0.6791456840737199,7,0,1.2465963687451957,0,0,-0.7743345469457666,1.0309130314908046
-0.5391662584750891,0,2,427,1,1,3,3,1,1,1,33,3,2,4,4,1,-0.0724406213677307,10877,1,0,1,22,4,2,80,1,-0.2930769296747854,3,3,0.32522751910309133,1.0410954610370433,1.4938670923934996,8,0,-0.6390282688020514,1,0,-0.4313093985750151,1.1188238397732855
0.11784484953130571,0,1,653,1,29,5,1,1,4,0,50,3,2,2,4,2,-0.8705104372782891,5456,1,0,0,11,3,4,80,0,-0.16451140099023315,2,3,0.48850772848886465,-0.33939373950819707,2.114727885669848,9,0,-0.6791479419413545,0,0,-0.4313093985750151,1.1507914064214602
1.4318670655440953,0,2,989,1,7,2,3,1,2,0,43,2,5,5,3,0,2.6001158601346663,16701,5,0,1,12,3,4,80,1,2.2782336440162587,2,2,3.264271288047011,-0.33939373950819707,3.3564494722225446,8,0,-0.38111608433510274,0,0,2.1985500722674134,1.1188238397732855
2.4173837275536876,0,2,1435,2,25,3,1,1,1,0,99,3,3,7,1,2,0.24096538993899816,2354,7,0,0,11,3,4,80,0,2.1496681153317065,3,2,2.284590031732371,3.249878181909428,1.4938670923934996,9,0,-0.15759219113041387,1,0,2.4272335045145814,0.5004167746137647
-0.10115885313749257,0,2,1223,1,8,3,5,1,3,0,59,3,3,0,3,0,0.7634503945513685,8202,1,0,0,13,3,2,80,3,0.7354472998016324,2,3,1.6314691941892778,2.6976825016913315,3.0460190755843706,8,0,-0.5803918234446084,1,0,0.36908261429007183,1.2751097211643625
1.979376322216091,0,2,836,1,8,3,3,1,4,0,33,3,4,3,3,0,1.7536009116288984,19730,2,0,1,14,3,3,80,3,1.2497094145398413,2,3,-0.32789331844000197,-1.1676872598353414,-0.6791456840737199,2,0,0.6046815985163456,0,0,0.9407911949079911,-1.246776092191655
-0.10115885313749257,0,1,1195,1,11,3,1,1,2,1,95,2,2,4,2,2,-0.0008353157335831605,22656,1,0,0,13,3,3,80,0,-0.678773515728442,3,3,-0.16461310905422863,0.21280194070989908,-0.6791456840737199,3,0,0.9256389836307707,0,0,-0.7743345469457666,0.9681195970033181
0.8843578088720997,0,2,1339,1,7,3,1,1,2,1,59,3,3,6,1,0,0.6844083361065528,18787,2,0,0,17,3,3,80,1,1.76397152927805,2,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,1.3981580594023266,-1.9107178610383642
-0.2106607044718917,0,1,664,1,1,3,3,1,2,1,79,3,1,6,1,1,-0.9155559114457648,5868,4,0,0,13,3,4,80,1,-0.8073390444129942,2,2,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,2,0,-0.518669249384142,0,0,-0.6599928308221829,-0.2877490927464089
-0.10115885313749257,1,2,318,1,9,3,3,1,4,1,79,2,1,6,3,1,-0.6618564012761143,21777,0,0,1,17,3,1,80,1,-1.193035630466651,0,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-1.6890682759344375,-0.8738211479629483
2.4173837275536876,0,1,1225,2,1,1,1,1,1,0,57,2,2,7,3,2,-0.21883841241202642,24668,7,0,0,11,3,4,80,0,1.121143885855289,2,2,-0.4911735278257753,-0.33939373950819707,-0.3687152874355457,3,0,-0.3581905568269295,0,0,1.3981580594023266,-1.3761686238628392
-0.8676718124782865,0,2,1328,1,2,3,1,1,3,1,76,3,1,6,2,1,-0.8074042777134766,4956,0,0,0,23,4,4,80,1,-0.678773515728442,3,3,-0.32789331844000197,-0.063295899399149,-0.6791456840737199,4,0,0.6046815985163456,0,0,-0.8886762630693505,0.4657721211034274
-0.6486681098094882,0,2,1082,1,1,4,3,1,3,1,87,3,1,6,2,2,-0.8503249653636185,18775,1,0,0,17,3,2,80,0,-1.3216011591512031,4,3,-0.9810141559830953,-0.8915894197262932,-0.3687152874355457,0,0,-0.8396266344985671,0,0,-1.2317014114401021,-0.2877490927464089
-0.5391662584750891,0,2,548,1,1,3,1,1,2,1,66,3,2,6,2,1,-0.06011685956719493,7346,1,0,0,17,3,2,80,2,-0.16451140099023315,3,3,0.48850772848886465,-0.063295899399149,-0.6791456840737199,9,0,2.209468524088471,0,0,-0.31696768245143125,1.1507914064214602
-0.10115885313749257,0,2,132,1,6,3,1,1,2,0,55,4,1,2,4,1,-0.7362239293827958,22002,3,0,0,12,3,2,80,0,-0.8073390444129942,3,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,0,0,-0.6791479419413545,0,0,-0.6599928308221829,-1.4598932031794878
-0.6486681098094882,0,2,746,1,8,4,1,1,3,0,61,3,2,4,4,2,-0.44172851808033736,20682,1,0,0,23,4,4,80,0,-0.03594587230568093,2,3,0.651787937874638,0.7649976209279952,-0.3687152874355457,8,0,0.7651602910735581,1,0,-0.31696768245143125,1.1774310452949392
-0.2106607044718917,0,2,776,2,1,4,2,1,3,1,32,2,2,7,1,2,-0.4655261270744754,23016,0,0,0,14,3,2,80,0,0.6068817711170802,2,3,1.3049087754177313,2.4215846615822834,-0.058284890797371494,8,0,0.6046815985163456,1,0,0.14039918204290416,1.056769151573887
0.8843578088720997,0,2,193,1,6,4,4,1,4,1,52,3,3,5,1,1,1.432545668859768,15067,4,0,1,14,3,2,80,0,0.7354472998016324,3,4,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,0,1,-1.0001053270557796,0,0,0.8264494787844072,-2.045965258396027
0.008342998196906572,0,2,397,1,7,4,3,1,1,1,30,3,3,5,3,2,1.5215742239360524,25258,4,0,0,13,3,1,80,0,0.6068817711170802,3,4,-0.32789331844000197,-0.6154915796172451,-0.6791456840737199,2,0,0.6046815985163456,0,0,0.7121077626608234,-1.0117204550727221
0.9938596602064987,0,2,945,0,5,2,3,1,2,1,80,3,2,1,2,0,-0.31487876299551215,10425,8,0,1,22,4,4,80,1,0.6068817711170802,2,3,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,2,0,0.28372421340192056,0,0,1.055132911031575,-1.2185694157373832
-0.7581699611438873,0,2,852,1,1,1,1,1,4,1,55,2,2,2,4,1,-0.29256850456350775,15998,1,0,1,12,3,3,80,2,-0.16451140099023315,1,2,0.48850772848886465,1.0410954610370433,0.2521455058408027,0,0,-0.197711864269717,1,0,-0.545651114698599,1.1507914064214602
-0.2106607044718917,0,2,1214,1,1,3,3,1,2,1,30,2,1,6,3,2,-0.77425760804307,26278,1,0,0,18,3,1,80,0,-0.678773515728442,3,3,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,4,0,0.9256389836307707,0,0,-0.7743345469457666,0.9681195970033181
1.979376322216091,0,2,111,2,1,2,1,1,1,1,70,3,3,7,4,1,0.7938348417492412,18092,3,0,0,14,3,4,80,1,1.6354060005934978,4,3,-0.9810141559830953,-1.1676872598353414,-0.3687152874355457,0,0,-0.8396266344985671,0,0,1.6268414916494942,-1.9053079651440574
0.11784484953130571,0,0,573,1,6,3,3,1,2,0,79,1,2,6,4,0,-0.2494353382616325,15717,7,0,1,12,3,4,80,3,0.7354472998016324,3,3,0.9783483566461847,1.8693889813641875,-0.3687152874355457,9,0,1.0861176761879832,1,0,1.1694746271551588,0.4936803142089768
-0.3201625558062908,0,2,1153,1,1,2,3,1,1,1,94,3,2,4,2,1,-0.4627639046019415,17736,1,0,0,15,3,3,80,0,-0.8073390444129942,2,3,-0.32789331844000197,-0.6154915796172451,-0.3687152874355457,3,0,-0.197711864269717,0,0,-1.0030179791929343,0.8843950176866698
2.08887817355049,0,2,1400,1,7,3,1,1,4,1,49,1,3,4,4,2,0.16086093823551562,21698,4,0,0,11,3,1,80,0,3.3067578734926766,3,2,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,2,0,0.9256389836307707,0,0,3.113283801256084,-1.4907391008224633
-1.5246829204846812,0,2,541,2,2,1,5,1,3,1,62,3,1,8,1,0,-0.8883586440238926,9518,3,0,0,13,3,3,80,1,-1.0644701017820986,3,3,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,0,1,-1.0001053270557796,0,0,-0.8886762630693505,-2.045965258396027
1.5413689168784945,0,2,432,1,9,4,1,1,4,1,96,3,1,2,4,1,-0.9408408710020364,18725,3,0,0,23,4,2,80,2,-0.16451140099023315,4,3,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,3,0,0.28372421340192056,0,0,0.0260574659193203,-0.767262592469032
-0.7581699611438873,0,2,288,1,2,3,1,1,3,1,99,2,2,0,4,1,-0.4995227113518155,15830,1,0,0,19,3,1,80,3,-0.03594587230568093,3,3,0.651787937874638,1.5932911412551394,2.4251582823080224,8,0,-0.6791479419413545,1,0,-0.2026259663278474,1.1774310452949392
